,track_name,album_name,popularity,release_date,duration,artist_name
0,Yesterday - Remastered 2009,Help! (Remastered),75,1965-08-06,125666,The Beatles
1,You Are My Sunshine,Unearthed,56,2003-01-01,196733,Johnny Cash
2,Asleep - 2008 Remaster,The Sound of the Smiths (Deluxe; 2008 Remaster),43,2008-11-11,250280,The Smiths
