,track_name,album_name,popularity,release_date,duration,artist_name
0,Let's Get Married,Gone Now,55,2017-06-02,186053,Bleachers
1,Julia,Leave What's Lost Behind,43,2020-01-24,205413,Colony House
2,Holy,HEAVN,41,2017-08-15,192400,Jamila Woods
3,For Island Fires and Family,Dermot Kennedy,54,2019-01-04,285644,Dermot Kennedy
4,You're Too Precious,You're Too Precious,51,2020-04-24,223900,James Blake
