,track_name,album_name,popularity,release_date,duration,artist_name
0,Graduated (feat. Bryce Vine),Graduated (feat. Bryce Vine),60,2022-11-04,161050,Bryce Vine
1,Chloe (feat. Jutes),Chloe (feat. Jutes),55,2022-09-23,205254,Jutes
