playlist_id,playlist_name,collaborative,description,track_name,artist_name,album_name,song_duration,genres,artist_popularity
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,What Sarah Said,Death Cab for Cutie,Plans,380866,"['indie pop', 'indie rock', 'modern rock', 'washington indie']",63
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Such Great Heights,The Postal Service,Give Up,266346,"['indie pop', 'indie rock', 'indietronica', 'seattle indie']",50
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,A Movie Script Ending,Death Cab for Cutie,The Photo Album,259480,"['indie pop', 'indie rock', 'modern rock', 'washington indie']",63
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Dear Avery,The Decemberists,The King Is Dead,291906,"['alternative rock', 'anti-folk', 'baroque pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'pop rock', 'stomp and holler']",53
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,You're a Wolf,Sea Wolf,Leaves in the River,215560,"['chamber pop', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'stomp and holler']",44
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Middle Distance Runner,Sea Wolf,Leaves in the River,207666,"['chamber pop', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'stomp and holler']",44
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,The Garden That You Planted,Sea Wolf,Get to the River Before It Runs Too Low,241773,"['chamber pop', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'stomp and holler']",44
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Land Locked Blues,Bright Eyes,"I'm Wide Awake, It's Morning",347933,"['chamber pop', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",56
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Lisztomania,Phoenix,Wolfgang Amadeus Phoenix,241546,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'rock independant francais']",65
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,40 Day Dream,Edward Sharpe & The Magnetic Zeros,Up From Below (10th Anniversary Edition) [2019 - Remaster],233586,"['double drumming', 'la indie', 'stomp and holler']",60
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Oxford Comma,Vampire Weekend,Vampire Weekend,195733,"['baroque pop', 'indie rock', 'modern rock', 'rock']",64
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Cape Cod Kwassa Kwassa,Vampire Weekend,Vampire Weekend,214706,"['baroque pop', 'indie rock', 'modern rock', 'rock']",64
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,The Kids Don't Stand a Chance,Vampire Weekend,Vampire Weekend,243000,"['baroque pop', 'indie rock', 'modern rock', 'rock']",64
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Diplomat's Son,Vampire Weekend,Contra,361373,"['baroque pop', 'indie rock', 'modern rock', 'rock']",64
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Young Lion,Vampire Weekend,Modern Vampires of the City,105360,"['baroque pop', 'indie rock', 'modern rock', 'rock']",64
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Hannah Hunt,Vampire Weekend,Modern Vampires of the City,237973,"['baroque pop', 'indie rock', 'modern rock', 'rock']",64
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Unbelievers,Vampire Weekend,Modern Vampires of the City,202666,"['baroque pop', 'indie rock', 'modern rock', 'rock']",64
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Mykonos,Fleet Foxes,First Collection 2006-2009,275306,"['chamber pop', 'folk', 'indie folk', 'indie pop', 'indie rock', 'seattle indie', 'stomp and holler']",63
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Oliver James,Fleet Foxes,Fleet Foxes,203880,"['chamber pop', 'folk', 'indie folk', 'indie pop', 'indie rock', 'seattle indie', 'stomp and holler']",63
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Helplessness Blues,Fleet Foxes,Helplessness Blues,303386,"['chamber pop', 'folk', 'indie folk', 'indie pop', 'indie rock', 'seattle indie', 'stomp and holler']",63
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Needle,Born Ruffians,Birthmarks,213870,"['canadian indie', 'indie rock', 'stomp and holler', 'toronto indie']",43
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Ocean's Deep,Born Ruffians,Birthmarks,167351,"['canadian indie', 'indie rock', 'stomp and holler', 'toronto indie']",43
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,Hummingbird,Born Ruffians,"Red, Yellow & Blue",188013,"['canadian indie', 'indie rock', 'stomp and holler', 'toronto indie']",43
1geFWd3KHXUDPEjFwePiDw,coming of age online,FALSE,we were only 16 - but we were the shit. in progress~,I Need A Life,Born Ruffians,"Red, Yellow & Blue",206626,"['canadian indie', 'indie rock', 'stomp and holler', 'toronto indie']",43
