,playlist_name,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
187,To listen to 8/2,0.212,https://api.spotify.com/v1/audio-analysis/53Ovg1HwKuT3paJ2fZb7XL,0.338,248293,0.398,53Ovg1HwKuT3paJ2fZb7XL,7.74e-06,2,0.0539,-7.366,1,0.0354,['tempo'],4,https://api.spotify.com/v1/tracks/53Ovg1HwKuT3paJ2fZb7XL,['type'],spotify:track:53Ovg1HwKuT3paJ2fZb7XL,0.189
188,To listen to 8/2,0.732,https://api.spotify.com/v1/audio-analysis/7cK7hDrE7vAesPf8xd5zmb,0.362,178176,0.377,7cK7hDrE7vAesPf8xd5zmb,0.000631,2,0.127,-9.713,1,0.0339,['tempo'],4,https://api.spotify.com/v1/tracks/7cK7hDrE7vAesPf8xd5zmb,['type'],spotify:track:7cK7hDrE7vAesPf8xd5zmb,0.294
189,To listen to 8/2,0.0945,https://api.spotify.com/v1/audio-analysis/05J50VX6xpsMYAqOb0atmk,0.555,240133,0.801,05J50VX6xpsMYAqOb0atmk,0.0,1,0.117,-3.171,1,0.0699,['tempo'],4,https://api.spotify.com/v1/tracks/05J50VX6xpsMYAqOb0atmk,['type'],spotify:track:05J50VX6xpsMYAqOb0atmk,0.266
190,To listen to 8/2,0.302,https://api.spotify.com/v1/audio-analysis/6JGCC9qfdZbCSPhOI29ypv,0.538,337551,0.538,6JGCC9qfdZbCSPhOI29ypv,0.0,0,0.121,-6.601,0,0.164,['tempo'],4,https://api.spotify.com/v1/tracks/6JGCC9qfdZbCSPhOI29ypv,['type'],spotify:track:6JGCC9qfdZbCSPhOI29ypv,0.389
191,To listen to 8/2,0.0168,https://api.spotify.com/v1/audio-analysis/1eftOUoeMO1JkSQQmS6jXF,0.518,268466,0.587,1eftOUoeMO1JkSQQmS6jXF,1.19e-06,0,0.206,-7.937,1,0.12,['tempo'],4,https://api.spotify.com/v1/tracks/1eftOUoeMO1JkSQQmS6jXF,['type'],spotify:track:1eftOUoeMO1JkSQQmS6jXF,0.631
192,To listen to 8/2,0.0118,https://api.spotify.com/v1/audio-analysis/7pMS0byKI7V1Mpl0SlWEDq,0.347,208697,0.672,7pMS0byKI7V1Mpl0SlWEDq,0.000154,7,0.245,-6.661,1,0.52,['tempo'],4,https://api.spotify.com/v1/tracks/7pMS0byKI7V1Mpl0SlWEDq,['type'],spotify:track:7pMS0byKI7V1Mpl0SlWEDq,0.565
193,To listen to 8/2,0.281,https://api.spotify.com/v1/audio-analysis/0i4Zkb6Ts5JqLJIAMNzSSl,0.752,267795,0.743,0i4Zkb6Ts5JqLJIAMNzSSl,2.45e-06,10,0.543,-6.161,1,0.299,['tempo'],4,https://api.spotify.com/v1/tracks/0i4Zkb6Ts5JqLJIAMNzSSl,['type'],spotify:track:0i4Zkb6Ts5JqLJIAMNzSSl,0.485
194,To listen to 8/2,0.719,https://api.spotify.com/v1/audio-analysis/23n7KwXOXC9giXTz5Q71NH,0.647,205268,0.339,23n7KwXOXC9giXTz5Q71NH,1.89e-06,6,0.104,-8.551,1,0.185,['tempo'],4,https://api.spotify.com/v1/tracks/23n7KwXOXC9giXTz5Q71NH,['type'],spotify:track:23n7KwXOXC9giXTz5Q71NH,0.653
195,To listen to 8/2,0.487,https://api.spotify.com/v1/audio-analysis/0wUlGPa8He68F9TmLKdcL4,0.544,171868,0.394,0wUlGPa8He68F9TmLKdcL4,0.000404,6,0.0567,-8.369,1,0.0501,['tempo'],4,https://api.spotify.com/v1/tracks/0wUlGPa8He68F9TmLKdcL4,['type'],spotify:track:0wUlGPa8He68F9TmLKdcL4,0.674
196,To listen to 8/2,0.82,https://api.spotify.com/v1/audio-analysis/6wmYBQnVQ7IQpgiMYjjNN2,0.827,219227,0.405,6wmYBQnVQ7IQpgiMYjjNN2,8.01e-05,0,0.103,-8.95,1,0.0463,['tempo'],4,https://api.spotify.com/v1/tracks/6wmYBQnVQ7IQpgiMYjjNN2,['type'],spotify:track:6wmYBQnVQ7IQpgiMYjjNN2,0.531
197,To listen to 8/2,0.0159,https://api.spotify.com/v1/audio-analysis/5CgFGKdTn8R5dXGEPEX6Gm,0.67,243459,0.393,5CgFGKdTn8R5dXGEPEX6Gm,0.000307,9,0.104,-9.158,1,0.122,['tempo'],4,https://api.spotify.com/v1/tracks/5CgFGKdTn8R5dXGEPEX6Gm,['type'],spotify:track:5CgFGKdTn8R5dXGEPEX6Gm,0.193
198,To listen to 8/2,0.78,https://api.spotify.com/v1/audio-analysis/4j6lDQ7Nl4ClcTtur36CMN,0.743,196840,0.42,4j6lDQ7Nl4ClcTtur36CMN,0.0,9,0.109,-7.257,1,0.328,['tempo'],4,https://api.spotify.com/v1/tracks/4j6lDQ7Nl4ClcTtur36CMN,['type'],spotify:track:4j6lDQ7Nl4ClcTtur36CMN,0.76
199,for dancing,0.000978,https://api.spotify.com/v1/audio-analysis/7rXOUa2yrj80b49sYqV6Qy,0.442,240040,0.909,7rXOUa2yrj80b49sYqV6Qy,0.0,11,0.325,-5.857,1,0.0996,['tempo'],4,https://api.spotify.com/v1/tracks/7rXOUa2yrj80b49sYqV6Qy,['type'],spotify:track:7rXOUa2yrj80b49sYqV6Qy,0.591
200,for dancing,0.000242,https://api.spotify.com/v1/audio-analysis/5oQcOu1omDykbIPSdSQQNJ,0.606,193000,0.887,5oQcOu1omDykbIPSdSQQNJ,0.0,4,0.337,-4.404,1,0.0598,['tempo'],4,https://api.spotify.com/v1/tracks/5oQcOu1omDykbIPSdSQQNJ,['type'],spotify:track:5oQcOu1omDykbIPSdSQQNJ,0.903
201,for dancing,0.000343,https://api.spotify.com/v1/audio-analysis/5ZdzNVOmCSp5HFLk0EgvJS,0.469,193653,0.955,5ZdzNVOmCSp5HFLk0EgvJS,1.35e-06,10,0.548,-4.253,1,0.0432,['tempo'],4,https://api.spotify.com/v1/tracks/5ZdzNVOmCSp5HFLk0EgvJS,['type'],spotify:track:5ZdzNVOmCSp5HFLk0EgvJS,0.462
202,for dancing,0.0159,https://api.spotify.com/v1/audio-analysis/5gb9UJkh8TfrNMRYOJNbew,0.718,213107,0.691,5gb9UJkh8TfrNMRYOJNbew,0.0,4,0.0627,-6.44,1,0.0387,['tempo'],4,https://api.spotify.com/v1/tracks/5gb9UJkh8TfrNMRYOJNbew,['type'],spotify:track:5gb9UJkh8TfrNMRYOJNbew,0.552
203,for dancing,0.00192,https://api.spotify.com/v1/audio-analysis/4p4oTFAiaoyJZGGWJN0sjO,0.565,187219,0.959,4p4oTFAiaoyJZGGWJN0sjO,4.67e-05,7,0.143,-4.185,1,0.0653,['tempo'],4,https://api.spotify.com/v1/tracks/4p4oTFAiaoyJZGGWJN0sjO,['type'],spotify:track:4p4oTFAiaoyJZGGWJN0sjO,0.772
204,for dancing,0.00579,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,0.494,229093,0.842,2TfSHkHiFO4gRztVIkggkE,0.0,7,0.122,-4.784,1,0.0843,['tempo'],4,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,['type'],spotify:track:2TfSHkHiFO4gRztVIkggkE,0.574
205,for dancing,0.000124,https://api.spotify.com/v1/audio-analysis/58HpsDKeYoLtNhXFQyQmz5,0.526,238880,0.92,58HpsDKeYoLtNhXFQyQmz5,0.0,3,0.371,-3.866,1,0.0472,['tempo'],4,https://api.spotify.com/v1/tracks/58HpsDKeYoLtNhXFQyQmz5,['type'],spotify:track:58HpsDKeYoLtNhXFQyQmz5,0.615
206,for dancing,0.00593,https://api.spotify.com/v1/audio-analysis/6gSy97jmK1W3UIO7tnvEXa,0.433,241440,0.948,6gSy97jmK1W3UIO7tnvEXa,0.0,4,0.347,-4.381,1,0.0537,['tempo'],4,https://api.spotify.com/v1/tracks/6gSy97jmK1W3UIO7tnvEXa,['type'],spotify:track:6gSy97jmK1W3UIO7tnvEXa,0.82
207,for dancing,0.00725,https://api.spotify.com/v1/audio-analysis/0JJP0IS4w0fJx01EcrfkDe,0.459,182827,0.895,0JJP0IS4w0fJx01EcrfkDe,0.0,2,0.206,-3.126,1,0.0805,['tempo'],4,https://api.spotify.com/v1/tracks/0JJP0IS4w0fJx01EcrfkDe,['type'],spotify:track:0JJP0IS4w0fJx01EcrfkDe,0.572
208,for dancing,6.79e-05,https://api.spotify.com/v1/audio-analysis/00Mb3DuaIH1kjrwOku9CGU,0.487,204000,0.9,00Mb3DuaIH1kjrwOku9CGU,0.0,0,0.358,-4.417,1,0.0482,['tempo'],4,https://api.spotify.com/v1/tracks/00Mb3DuaIH1kjrwOku9CGU,['type'],spotify:track:00Mb3DuaIH1kjrwOku9CGU,0.484
209,for dancing,0.0103,https://api.spotify.com/v1/audio-analysis/2m1hi0nfMR9vdGC8UcrnwU,0.434,167067,0.897,2m1hi0nfMR9vdGC8UcrnwU,0.0,0,0.612,-4.918,1,0.0488,['tempo'],4,https://api.spotify.com/v1/tracks/2m1hi0nfMR9vdGC8UcrnwU,['type'],spotify:track:2m1hi0nfMR9vdGC8UcrnwU,0.684
210,for dancing,0.000189,https://api.spotify.com/v1/audio-analysis/1HNE2PX70ztbEl6MLxrpNL,0.568,207093,0.844,1HNE2PX70ztbEl6MLxrpNL,0.0,9,0.0607,-5.875,1,0.0505,['tempo'],4,https://api.spotify.com/v1/tracks/1HNE2PX70ztbEl6MLxrpNL,['type'],spotify:track:1HNE2PX70ztbEl6MLxrpNL,0.766
211,for dancing,0.00121,https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B,0.352,222973,0.911,003vvx7Niy0yvhvHt4a68B,0.0,1,0.0995,-5.23,1,0.0747,['tempo'],4,https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B,['type'],spotify:track:003vvx7Niy0yvhvHt4a68B,0.236
212,for dancing,0.446,https://api.spotify.com/v1/audio-analysis/37QNa69m1nbwmobkEuK6Qa,0.647,115147,0.387,37QNa69m1nbwmobkEuK6Qa,0.0,9,0.401,-8.802,1,0.0341,['tempo'],4,https://api.spotify.com/v1/tracks/37QNa69m1nbwmobkEuK6Qa,['type'],spotify:track:37QNa69m1nbwmobkEuK6Qa,0.633
213,for dancing,0.025,https://api.spotify.com/v1/audio-analysis/7eoCiFD9BUc6porjzRiWWc,0.776,93251,0.69,7eoCiFD9BUc6porjzRiWWc,0.0,0,0.355,-6.598,1,0.123,['tempo'],4,https://api.spotify.com/v1/tracks/7eoCiFD9BUc6porjzRiWWc,['type'],spotify:track:7eoCiFD9BUc6porjzRiWWc,0.858
214,for dancing,0.26,https://api.spotify.com/v1/audio-analysis/4PmGRg8wtYI2cJx0HwAPAJ,0.738,129289,0.817,4PmGRg8wtYI2cJx0HwAPAJ,0.0,5,0.218,-4.19,1,0.157,['tempo'],4,https://api.spotify.com/v1/tracks/4PmGRg8wtYI2cJx0HwAPAJ,['type'],spotify:track:4PmGRg8wtYI2cJx0HwAPAJ,0.733
215,for dancing,0.0457,https://api.spotify.com/v1/audio-analysis/2UBnmK3kT7xXYxCKmLdFSr,0.706,144521,0.535,2UBnmK3kT7xXYxCKmLdFSr,0.0,2,0.267,-7.327,1,0.0342,['tempo'],4,https://api.spotify.com/v1/tracks/2UBnmK3kT7xXYxCKmLdFSr,['type'],spotify:track:2UBnmK3kT7xXYxCKmLdFSr,0.429
216,for dancing,0.0168,https://api.spotify.com/v1/audio-analysis/1TiV2G1C83c9AQNZbbMDDP,0.686,108344,0.804,1TiV2G1C83c9AQNZbbMDDP,5.91e-06,0,0.143,-5.409,1,0.0251,['tempo'],4,https://api.spotify.com/v1/tracks/1TiV2G1C83c9AQNZbbMDDP,['type'],spotify:track:1TiV2G1C83c9AQNZbbMDDP,0.937
217,for dancing,0.471,https://api.spotify.com/v1/audio-analysis/4N6dIDAKBqmUbYr7Xe950S,0.382,185173,0.343,4N6dIDAKBqmUbYr7Xe950S,0.0,2,0.36,-8.065,1,0.0347,['tempo'],3,https://api.spotify.com/v1/tracks/4N6dIDAKBqmUbYr7Xe950S,['type'],spotify:track:4N6dIDAKBqmUbYr7Xe950S,0.133
218,for dancing,0.0302,https://api.spotify.com/v1/audio-analysis/5YX2R55h76mamgXwsvBRlH,0.684,170560,0.622,5YX2R55h76mamgXwsvBRlH,1.09e-06,2,0.277,-5.313,1,0.0334,['tempo'],3,https://api.spotify.com/v1/tracks/5YX2R55h76mamgXwsvBRlH,['type'],spotify:track:5YX2R55h76mamgXwsvBRlH,0.368
219,for dancing,0.0752,https://api.spotify.com/v1/audio-analysis/5hfIewA3SZ8FPAsdZY4HwK,0.471,235813,0.802,5hfIewA3SZ8FPAsdZY4HwK,3.64e-05,9,0.218,-6.426,1,0.0357,['tempo'],4,https://api.spotify.com/v1/tracks/5hfIewA3SZ8FPAsdZY4HwK,['type'],spotify:track:5hfIewA3SZ8FPAsdZY4HwK,0.423
220,for dancing,0.189,https://api.spotify.com/v1/audio-analysis/1MaqkdFNIKPdpQGDzme5ss,0.521,242840,0.702,1MaqkdFNIKPdpQGDzme5ss,0.0,0,0.0962,-5.189,1,0.0331,['tempo'],4,https://api.spotify.com/v1/tracks/1MaqkdFNIKPdpQGDzme5ss,['type'],spotify:track:1MaqkdFNIKPdpQGDzme5ss,0.25
221,for dancing,0.0265,https://api.spotify.com/v1/audio-analysis/4P3szOfvcaRQcERvg7e8CD,0.412,210646,0.744,4P3szOfvcaRQcERvg7e8CD,0.0,9,0.21,-4.301,1,0.0651,['tempo'],4,https://api.spotify.com/v1/tracks/4P3szOfvcaRQcERvg7e8CD,['type'],spotify:track:4P3szOfvcaRQcERvg7e8CD,0.342
222,for dancing,0.139,https://api.spotify.com/v1/audio-analysis/4XRZbiVdsA5qv6f6qP70lS,0.697,200453,0.775,4XRZbiVdsA5qv6f6qP70lS,0.0,10,0.0737,-4.106,1,0.0636,['tempo'],4,https://api.spotify.com/v1/tracks/4XRZbiVdsA5qv6f6qP70lS,['type'],spotify:track:4XRZbiVdsA5qv6f6qP70lS,0.822
223,for dancing,0.00511,https://api.spotify.com/v1/audio-analysis/3Zwu2K0Qa5sT6teCCHPShP,0.459,203507,0.891,3Zwu2K0Qa5sT6teCCHPShP,0.0,10,0.106,-5.057,0,0.0623,['tempo'],4,https://api.spotify.com/v1/tracks/3Zwu2K0Qa5sT6teCCHPShP,['type'],spotify:track:3Zwu2K0Qa5sT6teCCHPShP,0.588
224,for dancing,0.00233,https://api.spotify.com/v1/audio-analysis/5ZqNz8GXWpkb95f7aVxTA0,0.454,244827,0.631,5ZqNz8GXWpkb95f7aVxTA0,0.0,0,0.177,-4.733,1,0.0268,['tempo'],4,https://api.spotify.com/v1/tracks/5ZqNz8GXWpkb95f7aVxTA0,['type'],spotify:track:5ZqNz8GXWpkb95f7aVxTA0,0.313
225,for dancing,0.02,https://api.spotify.com/v1/audio-analysis/2nZH4dHaL48ljy2uBLZWTk,0.422,232240,0.904,2nZH4dHaL48ljy2uBLZWTk,4.49e-06,0,0.686,-4.531,1,0.102,['tempo'],4,https://api.spotify.com/v1/tracks/2nZH4dHaL48ljy2uBLZWTk,['type'],spotify:track:2nZH4dHaL48ljy2uBLZWTk,0.32
226,for dancing,9.43e-05,https://api.spotify.com/v1/audio-analysis/0UY4FvG4f9JI6kBR1BlWrZ,0.528,220480,0.831,0UY4FvG4f9JI6kBR1BlWrZ,0.0,8,0.141,-3.607,1,0.0429,['tempo'],3,https://api.spotify.com/v1/tracks/0UY4FvG4f9JI6kBR1BlWrZ,['type'],spotify:track:0UY4FvG4f9JI6kBR1BlWrZ,0.632
227,for dancing,0.037,https://api.spotify.com/v1/audio-analysis/5zGrlUCEJy4yMZ5xuqxrr0,0.519,306187,0.668,5zGrlUCEJy4yMZ5xuqxrr0,0.0,0,0.17,-5.844,1,0.028,['tempo'],4,https://api.spotify.com/v1/tracks/5zGrlUCEJy4yMZ5xuqxrr0,['type'],spotify:track:5zGrlUCEJy4yMZ5xuqxrr0,0.424
228,for dancing,0.363,https://api.spotify.com/v1/audio-analysis/1OUxBM6TphEnDh4EQkNRv1,0.531,200200,0.549,1OUxBM6TphEnDh4EQkNRv1,0.0,8,0.118,-7.895,1,0.0378,['tempo'],4,https://api.spotify.com/v1/tracks/1OUxBM6TphEnDh4EQkNRv1,['type'],spotify:track:1OUxBM6TphEnDh4EQkNRv1,0.681
229,for dancing,0.0136,https://api.spotify.com/v1/audio-analysis/1u0l8zWpQeMYStFkc2mLD7,0.523,214827,0.828,1u0l8zWpQeMYStFkc2mLD7,0.000255,1,0.165,-4.696,1,0.0762,['tempo'],4,https://api.spotify.com/v1/tracks/1u0l8zWpQeMYStFkc2mLD7,['type'],spotify:track:1u0l8zWpQeMYStFkc2mLD7,0.476
230,for dancing,0.0279,https://api.spotify.com/v1/audio-analysis/635mzxhITS1xY3AVSLKgyD,0.644,211773,0.753,635mzxhITS1xY3AVSLKgyD,0.00227,6,0.108,-4.296,1,0.0391,['tempo'],4,https://api.spotify.com/v1/tracks/635mzxhITS1xY3AVSLKgyD,['type'],spotify:track:635mzxhITS1xY3AVSLKgyD,0.209
231,for dancing,0.0039,https://api.spotify.com/v1/audio-analysis/3hyf4jApD6s2M9KgcG4aJQ,0.484,230760,0.827,3hyf4jApD6s2M9KgcG4aJQ,0.00143,8,0.0876,-5.324,1,0.046,['tempo'],4,https://api.spotify.com/v1/tracks/3hyf4jApD6s2M9KgcG4aJQ,['type'],spotify:track:3hyf4jApD6s2M9KgcG4aJQ,0.717
232,for dancing,0.022,https://api.spotify.com/v1/audio-analysis/1N62wozuHCvczCkY4QidpP,0.592,236267,0.729,1N62wozuHCvczCkY4QidpP,0.0,8,0.0653,-4.156,1,0.0448,['tempo'],4,https://api.spotify.com/v1/tracks/1N62wozuHCvczCkY4QidpP,['type'],spotify:track:1N62wozuHCvczCkY4QidpP,0.709
233,for dancing,0.127,https://api.spotify.com/v1/audio-analysis/1AFpnwHYHeGM2OzO2PB7gI,0.593,200053,0.872,1AFpnwHYHeGM2OzO2PB7gI,0.0,11,0.241,-3.995,1,0.083,['tempo'],4,https://api.spotify.com/v1/tracks/1AFpnwHYHeGM2OzO2PB7gI,['type'],spotify:track:1AFpnwHYHeGM2OzO2PB7gI,0.884
234,for dancing,0.0185,https://api.spotify.com/v1/audio-analysis/3XoCf4QnMcpqMvX8n83u6M,0.691,200093,0.972,3XoCf4QnMcpqMvX8n83u6M,0.0,4,0.201,-2.385,1,0.0798,['tempo'],4,https://api.spotify.com/v1/tracks/3XoCf4QnMcpqMvX8n83u6M,['type'],spotify:track:3XoCf4QnMcpqMvX8n83u6M,0.962
235,for dancing,0.000152,https://api.spotify.com/v1/audio-analysis/70wYA8oYHoMzhRRkARoMhU,0.467,220427,0.988,70wYA8oYHoMzhRRkARoMhU,0.0484,11,0.28,-3.313,1,0.112,['tempo'],4,https://api.spotify.com/v1/tracks/70wYA8oYHoMzhRRkARoMhU,['type'],spotify:track:70wYA8oYHoMzhRRkARoMhU,0.321
236,for dancing,0.00132,https://api.spotify.com/v1/audio-analysis/1sTsuZTdANkiFd7T34H3nb,0.557,245373,0.8,1sTsuZTdANkiFd7T34H3nb,0.0012,10,0.0906,-8.477,1,0.0601,['tempo'],4,https://api.spotify.com/v1/tracks/1sTsuZTdANkiFd7T34H3nb,['type'],spotify:track:1sTsuZTdANkiFd7T34H3nb,0.582
237,for dancing,0.000217,https://api.spotify.com/v1/audio-analysis/77Kh98jRHI40rIAKnBs7cl,0.268,246027,0.96,77Kh98jRHI40rIAKnBs7cl,0.00604,6,0.732,-4.596,0,0.0963,['tempo'],4,https://api.spotify.com/v1/tracks/77Kh98jRHI40rIAKnBs7cl,['type'],spotify:track:77Kh98jRHI40rIAKnBs7cl,0.44
238,doin' the naughty,0.046,https://api.spotify.com/v1/audio-analysis/3hAaCXvutknQugsPFogh8H,0.55,172486,0.702,3hAaCXvutknQugsPFogh8H,1.4e-06,11,0.119,-5.693,0,0.0281,['tempo'],4,https://api.spotify.com/v1/tracks/3hAaCXvutknQugsPFogh8H,['type'],spotify:track:3hAaCXvutknQugsPFogh8H,0.515
239,doin' the naughty,0.00695,https://api.spotify.com/v1/audio-analysis/52icQiVSIbSG1VOA5FwRdB,0.298,614040,0.417,52icQiVSIbSG1VOA5FwRdB,0.827,0,0.564,-14.523,1,0.0357,['tempo'],3,https://api.spotify.com/v1/tracks/52icQiVSIbSG1VOA5FwRdB,['type'],spotify:track:52icQiVSIbSG1VOA5FwRdB,0.0351
240,doin' the naughty,0.67,https://api.spotify.com/v1/audio-analysis/44Hj5b2cGEhKwLVw6tmuJ4,0.661,173760,0.58,44Hj5b2cGEhKwLVw6tmuJ4,5.5e-05,0,0.117,-7.718,1,0.124,['tempo'],4,https://api.spotify.com/v1/tracks/44Hj5b2cGEhKwLVw6tmuJ4,['type'],spotify:track:44Hj5b2cGEhKwLVw6tmuJ4,0.566
241,doin' the naughty,0.127,https://api.spotify.com/v1/audio-analysis/2ShWCLZuibsx4KbIVzhByO,0.504,180938,0.498,2ShWCLZuibsx4KbIVzhByO,0.0,0,0.139,-5.157,0,0.0656,['tempo'],5,https://api.spotify.com/v1/tracks/2ShWCLZuibsx4KbIVzhByO,['type'],spotify:track:2ShWCLZuibsx4KbIVzhByO,0.429
242,"dont worry, you're doing just fine",0.00191,https://api.spotify.com/v1/audio-analysis/4QUAQnqKuxJmRdsYRNH78f,0.583,237933,0.67,4QUAQnqKuxJmRdsYRNH78f,0.00366,0,0.0978,-8.151,1,0.0322,['tempo'],4,https://api.spotify.com/v1/tracks/4QUAQnqKuxJmRdsYRNH78f,['type'],spotify:track:4QUAQnqKuxJmRdsYRNH78f,0.125
243,"dont worry, you're doing just fine",0.212,https://api.spotify.com/v1/audio-analysis/5CmI5QCIMwLie2aeXuV8nL,0.466,229133,0.606,5CmI5QCIMwLie2aeXuV8nL,0.0,4,0.239,-6.828,1,0.029,['tempo'],4,https://api.spotify.com/v1/tracks/5CmI5QCIMwLie2aeXuV8nL,['type'],spotify:track:5CmI5QCIMwLie2aeXuV8nL,0.589
244,"dont worry, you're doing just fine",0.0757,https://api.spotify.com/v1/audio-analysis/21jEuMn2lf37715rwjow2M,0.571,269467,0.505,21jEuMn2lf37715rwjow2M,1.04e-05,1,0.109,-9.312,0,0.0238,['tempo'],4,https://api.spotify.com/v1/tracks/21jEuMn2lf37715rwjow2M,['type'],spotify:track:21jEuMn2lf37715rwjow2M,0.276
245,"dont worry, you're doing just fine",0.059,https://api.spotify.com/v1/audio-analysis/4DfklRIvESfbZDlhqXyhwi,0.559,273453,0.264,4DfklRIvESfbZDlhqXyhwi,0.000173,2,0.104,-11.822,1,0.0302,['tempo'],4,https://api.spotify.com/v1/tracks/4DfklRIvESfbZDlhqXyhwi,['type'],spotify:track:4DfklRIvESfbZDlhqXyhwi,0.141
246,"dont worry, you're doing just fine",0.32,https://api.spotify.com/v1/audio-analysis/7EdNvIZ2WCBfBDanjOSXXB,0.54,193507,0.626,7EdNvIZ2WCBfBDanjOSXXB,2.26e-05,8,0.162,-7.385,1,0.0256,['tempo'],4,https://api.spotify.com/v1/tracks/7EdNvIZ2WCBfBDanjOSXXB,['type'],spotify:track:7EdNvIZ2WCBfBDanjOSXXB,0.632
247,"dont worry, you're doing just fine",0.00764,https://api.spotify.com/v1/audio-analysis/0CnRxBOItBbzq9vDgyRpXj,0.377,259773,0.903,0CnRxBOItBbzq9vDgyRpXj,9.74e-05,8,0.109,-6.423,1,0.0739,['tempo'],3,https://api.spotify.com/v1/tracks/0CnRxBOItBbzq9vDgyRpXj,['type'],spotify:track:0CnRxBOItBbzq9vDgyRpXj,0.353
248,"dont worry, you're doing just fine",0.0982,https://api.spotify.com/v1/audio-analysis/2z47Hw7CTL8K5TQAh6kUgK,0.514,204027,0.781,2z47Hw7CTL8K5TQAh6kUgK,0.000396,8,0.195,-4.676,1,0.0717,['tempo'],4,https://api.spotify.com/v1/tracks/2z47Hw7CTL8K5TQAh6kUgK,['type'],spotify:track:2z47Hw7CTL8K5TQAh6kUgK,0.631
249,"dont worry, you're doing just fine",0.00854,https://api.spotify.com/v1/audio-analysis/586XiUcGrYZQTrUR9lv5j6,0.718,206627,0.709,586XiUcGrYZQTrUR9lv5j6,0.00379,2,0.178,-5.013,1,0.139,['tempo'],4,https://api.spotify.com/v1/tracks/586XiUcGrYZQTrUR9lv5j6,['type'],spotify:track:586XiUcGrYZQTrUR9lv5j6,0.611
250,sing me to sleep,0.879,https://api.spotify.com/v1/audio-analysis/3BQHpFgAp4l80e1XslIjNI,0.332,125667,0.179,3BQHpFgAp4l80e1XslIjNI,0.0,5,0.0886,-11.83,1,0.0326,['tempo'],4,https://api.spotify.com/v1/tracks/3BQHpFgAp4l80e1XslIjNI,['type'],spotify:track:3BQHpFgAp4l80e1XslIjNI,0.315
251,sing me to sleep,0.842,https://api.spotify.com/v1/audio-analysis/76pllrWpfiCoLGhijQBYhO,0.421,196733,0.257,76pllrWpfiCoLGhijQBYhO,1.07e-06,9,0.529,-15.478,1,0.0893,['tempo'],4,https://api.spotify.com/v1/tracks/76pllrWpfiCoLGhijQBYhO,['type'],spotify:track:76pllrWpfiCoLGhijQBYhO,0.56
252,sing me to sleep,0.883,https://api.spotify.com/v1/audio-analysis/6ylnImVpCCEmXFUD3PZySf,0.51,250280,0.255,6ylnImVpCCEmXFUD3PZySf,0.55,0,0.0696,-15.903,1,0.0291,['tempo'],3,https://api.spotify.com/v1/tracks/6ylnImVpCCEmXFUD3PZySf,['type'],spotify:track:6ylnImVpCCEmXFUD3PZySf,0.188
253,Re-education: Bob Dylan,0.811,https://api.spotify.com/v1/audio-analysis/1X6dRpq3Wi6Jxthi8ZBBBz,0.52,197653,0.443,1X6dRpq3Wi6Jxthi8ZBBBz,0.00104,7,0.0489,-7.755,1,0.0399,['tempo'],4,https://api.spotify.com/v1/tracks/1X6dRpq3Wi6Jxthi8ZBBBz,['type'],spotify:track:1X6dRpq3Wi6Jxthi8ZBBBz,0.766
254,Re-education: Bob Dylan,0.772,https://api.spotify.com/v1/audio-analysis/2yaf46YMxA5y6bzmWUKgXC,0.493,245133,0.579,2yaf46YMxA5y6bzmWUKgXC,8.06e-05,8,0.0759,-7.743,1,0.0319,['tempo'],4,https://api.spotify.com/v1/tracks/2yaf46YMxA5y6bzmWUKgXC,['type'],spotify:track:2yaf46YMxA5y6bzmWUKgXC,0.475
255,Re-education: Bob Dylan,0.778,https://api.spotify.com/v1/audio-analysis/0c2DAekH6ZEnHhf8dM1leK,0.369,327467,0.691,0c2DAekH6ZEnHhf8dM1leK,1.39e-05,0,0.327,-6.234,1,0.0387,['tempo'],4,https://api.spotify.com/v1/tracks/0c2DAekH6ZEnHhf8dM1leK,['type'],spotify:track:0c2DAekH6ZEnHhf8dM1leK,0.382
256,Re-education: Bob Dylan,0.475,https://api.spotify.com/v1/audio-analysis/6os5B6xjuke9YfBKH3tu1e,0.49,205827,0.808,6os5B6xjuke9YfBKH3tu1e,0.0,10,0.232,-6.725,1,0.0409,['tempo'],4,https://api.spotify.com/v1/tracks/6os5B6xjuke9YfBKH3tu1e,['type'],spotify:track:6os5B6xjuke9YfBKH3tu1e,0.604
257,Re-education: Bob Dylan,0.883,https://api.spotify.com/v1/audio-analysis/739sLmfUkVFoyPtb0C3263,0.538,199573,0.115,739sLmfUkVFoyPtb0C3263,8.42e-05,10,0.113,-19.536,1,0.0335,['tempo'],4,https://api.spotify.com/v1/tracks/739sLmfUkVFoyPtb0C3263,['type'],spotify:track:739sLmfUkVFoyPtb0C3263,0.312
