,playlist_name,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,wedding playlist 2,0.006,https://api.spotify.com/v1/audio-analysis/2DFRFqWNahKtFD112H2iEZ,0.464,213173,0.797,2DFRFqWNahKtFD112H2iEZ,0.000304,0,0.392,-5.244,1,0.0333,['tempo'],4,https://api.spotify.com/v1/tracks/2DFRFqWNahKtFD112H2iEZ,['type'],spotify:track:2DFRFqWNahKtFD112H2iEZ,0.547
1,wedding playlist 2,0.00103,https://api.spotify.com/v1/audio-analysis/3xzRBn3ywzobJrc1efC7Sb,0.535,251573,0.801,3xzRBn3ywzobJrc1efC7Sb,0.00329,0,0.0676,-11.734,1,0.0345,['tempo'],4,https://api.spotify.com/v1/tracks/3xzRBn3ywzobJrc1efC7Sb,['type'],spotify:track:3xzRBn3ywzobJrc1efC7Sb,0.672
2,wedding playlist 2,0.0524,https://api.spotify.com/v1/audio-analysis/4NnWuGQujzWUEg0uZokO5M,0.437,212013,0.94,4NnWuGQujzWUEg0uZokO5M,0.000573,9,0.222,-6.946,1,0.0426,['tempo'],4,https://api.spotify.com/v1/tracks/4NnWuGQujzWUEg0uZokO5M,['type'],spotify:track:4NnWuGQujzWUEg0uZokO5M,0.48
3,wedding playlist 2,0.00772,https://api.spotify.com/v1/audio-analysis/4IvZLDtwBHmBmwgDIUbuwa,0.669,201187,0.795,4IvZLDtwBHmBmwgDIUbuwa,0.0781,2,0.401,-10.865,1,0.0285,['tempo'],4,https://api.spotify.com/v1/tracks/4IvZLDtwBHmBmwgDIUbuwa,['type'],spotify:track:4IvZLDtwBHmBmwgDIUbuwa,0.882
4,wedding playlist 2,0.253,https://api.spotify.com/v1/audio-analysis/6iGU74CwXuT4XVepjc9Emf,0.521,173040,0.487,6iGU74CwXuT4XVepjc9Emf,0.0,6,0.0579,-7.525,0,0.0299,['tempo'],4,https://api.spotify.com/v1/tracks/6iGU74CwXuT4XVepjc9Emf,['type'],spotify:track:6iGU74CwXuT4XVepjc9Emf,0.483
5,coming of age online,0.0399,https://api.spotify.com/v1/audio-analysis/64DpBZj4IlDFzCwxTq7azl,0.0621,192533,0.887,64DpBZj4IlDFzCwxTq7azl,0.000156,7,0.619,-4.305,1,0.0632,['tempo'],4,https://api.spotify.com/v1/tracks/64DpBZj4IlDFzCwxTq7azl,['type'],spotify:track:64DpBZj4IlDFzCwxTq7azl,0.48
6,coming of age online,0.285,https://api.spotify.com/v1/audio-analysis/0n97PkKoTpnp5L343TMAgB,0.192,117307,0.377,0n97PkKoTpnp5L343TMAgB,0.813,7,0.173,-9.157,1,0.0352,['tempo'],4,https://api.spotify.com/v1/tracks/0n97PkKoTpnp5L343TMAgB,['type'],spotify:track:0n97PkKoTpnp5L343TMAgB,0.0976
7,coming of age online,0.744,https://api.spotify.com/v1/audio-analysis/41WcmdweTbIJAc8tiOR6xw,0.365,498147,0.357,41WcmdweTbIJAc8tiOR6xw,1.97e-05,4,0.11,-6.227,0,0.0343,['tempo'],3,https://api.spotify.com/v1/tracks/41WcmdweTbIJAc8tiOR6xw,['type'],spotify:track:41WcmdweTbIJAc8tiOR6xw,0.117
8,coming of age online,0.0477,https://api.spotify.com/v1/audio-analysis/1ULovMYbbglXIn9TQzMsKz,0.219,186280,0.827,1ULovMYbbglXIn9TQzMsKz,0.0,5,0.135,-5.395,1,0.123,['tempo'],4,https://api.spotify.com/v1/tracks/1ULovMYbbglXIn9TQzMsKz,['type'],spotify:track:1ULovMYbbglXIn9TQzMsKz,0.121
9,coming of age online,0.705,https://api.spotify.com/v1/audio-analysis/27AG99NmWMFLRoyZMMPNW2,0.342,266107,0.613,27AG99NmWMFLRoyZMMPNW2,0.0,7,0.14,-4.084,1,0.0311,['tempo'],4,https://api.spotify.com/v1/tracks/27AG99NmWMFLRoyZMMPNW2,['type'],spotify:track:27AG99NmWMFLRoyZMMPNW2,0.267
10,coming of age online,0.827,https://api.spotify.com/v1/audio-analysis/1fEGtTZjrjJW8eUeewnNJR,0.369,241917,0.403,1fEGtTZjrjJW8eUeewnNJR,0.0541,3,0.106,-7.996,1,0.0259,['tempo'],3,https://api.spotify.com/v1/tracks/1fEGtTZjrjJW8eUeewnNJR,['type'],spotify:track:1fEGtTZjrjJW8eUeewnNJR,0.177
11,coming of age online,0.463,https://api.spotify.com/v1/audio-analysis/0SyOHG2V9CgMSlebbnyoLJ,0.65,231880,0.694,0SyOHG2V9CgMSlebbnyoLJ,0.134,10,0.404,-7.435,1,0.0342,['tempo'],4,https://api.spotify.com/v1/tracks/0SyOHG2V9CgMSlebbnyoLJ,['type'],spotify:track:0SyOHG2V9CgMSlebbnyoLJ,0.775
12,coming of age online,0.896,https://api.spotify.com/v1/audio-analysis/0eBryM7ePQH3Klt3jz8xZd,0.596,188878,0.253,0eBryM7ePQH3Klt3jz8xZd,5.17e-05,1,0.102,-14.369,0,0.0349,['tempo'],4,https://api.spotify.com/v1/tracks/0eBryM7ePQH3Klt3jz8xZd,['type'],spotify:track:0eBryM7ePQH3Klt3jz8xZd,0.368
13,coming of age online,0.0343,https://api.spotify.com/v1/audio-analysis/1UqhkbzB1kuFwt2iy4h29Q,0.534,249520,0.721,1UqhkbzB1kuFwt2iy4h29Q,6.24e-06,11,0.115,-7.307,0,0.0417,['tempo'],3,https://api.spotify.com/v1/tracks/1UqhkbzB1kuFwt2iy4h29Q,['type'],spotify:track:1UqhkbzB1kuFwt2iy4h29Q,0.225
14,coming of age online,0.437,https://api.spotify.com/v1/audio-analysis/4XTuSMs47SIg35KxhNIUGe,0.629,147027,0.534,4XTuSMs47SIg35KxhNIUGe,3.33e-06,6,0.328,-9.054,0,0.0267,['tempo'],4,https://api.spotify.com/v1/tracks/4XTuSMs47SIg35KxhNIUGe,['type'],spotify:track:4XTuSMs47SIg35KxhNIUGe,0.649
15,coming of age online,0.006,https://api.spotify.com/v1/audio-analysis/2DFRFqWNahKtFD112H2iEZ,0.464,213173,0.797,2DFRFqWNahKtFD112H2iEZ,0.000304,0,0.392,-5.244,1,0.0333,['tempo'],4,https://api.spotify.com/v1/tracks/2DFRFqWNahKtFD112H2iEZ,['type'],spotify:track:2DFRFqWNahKtFD112H2iEZ,0.547
16,coming of age online,0.337,https://api.spotify.com/v1/audio-analysis/0ccCwNzXvr1Yoz91vKz31Z,0.555,287507,0.902,0ccCwNzXvr1Yoz91vKz31Z,0.0,0,0.152,-7.918,1,0.0958,['tempo'],4,https://api.spotify.com/v1/tracks/0ccCwNzXvr1Yoz91vKz31Z,['type'],spotify:track:0ccCwNzXvr1Yoz91vKz31Z,0.62
17,coming of age online,0.115,https://api.spotify.com/v1/audio-analysis/4BY4V1T0RJK1HmD2Q0ClyK,0.697,251267,0.529,4BY4V1T0RJK1HmD2Q0ClyK,0.896,2,0.0895,-8.838,1,0.0338,['tempo'],4,https://api.spotify.com/v1/tracks/4BY4V1T0RJK1HmD2Q0ClyK,['type'],spotify:track:4BY4V1T0RJK1HmD2Q0ClyK,0.486
18,coming of age online,0.811,https://api.spotify.com/v1/audio-analysis/6BqrPvrPOwpYkdLCgSqtVB,0.618,271600,0.155,6BqrPvrPOwpYkdLCgSqtVB,3.3e-05,2,0.077,-17.031,1,0.0799,['tempo'],3,https://api.spotify.com/v1/tracks/6BqrPvrPOwpYkdLCgSqtVB,['type'],spotify:track:6BqrPvrPOwpYkdLCgSqtVB,0.305
19,coming of age online,0.831,https://api.spotify.com/v1/audio-analysis/7CEV9VwA8XO9wwxTXgYKvY,0.424,300840,0.264,7CEV9VwA8XO9wwxTXgYKvY,7.08e-05,2,0.0763,-9.984,1,0.0298,['tempo'],4,https://api.spotify.com/v1/tracks/7CEV9VwA8XO9wwxTXgYKvY,['type'],spotify:track:7CEV9VwA8XO9wwxTXgYKvY,0.169
20,coming of age online,0.964,https://api.spotify.com/v1/audio-analysis/15WbjBy1bzH1UsUldBwwlW,0.493,285160,0.372,15WbjBy1bzH1UsUldBwwlW,0.0308,7,0.117,-11.889,1,0.0331,['tempo'],4,https://api.spotify.com/v1/tracks/15WbjBy1bzH1UsUldBwwlW,['type'],spotify:track:15WbjBy1bzH1UsUldBwwlW,0.25
21,coming of age online,0.122,https://api.spotify.com/v1/audio-analysis/2IvNxLl01CTAfCOA103Tgx,0.313,217333,0.894,2IvNxLl01CTAfCOA103Tgx,0.0,1,0.0925,-3.579,1,0.0294,['tempo'],4,https://api.spotify.com/v1/tracks/2IvNxLl01CTAfCOA103Tgx,['type'],spotify:track:2IvNxLl01CTAfCOA103Tgx,0.363
22,coming of age online,0.134,https://api.spotify.com/v1/audio-analysis/5yyRH93h4Pm6tXXYTxt7ea,0.342,286653,0.2,5yyRH93h4Pm6tXXYTxt7ea,0.000153,4,0.341,-13.569,1,0.0324,['tempo'],4,https://api.spotify.com/v1/tracks/5yyRH93h4Pm6tXXYTxt7ea,['type'],spotify:track:5yyRH93h4Pm6tXXYTxt7ea,0.0743
23,coming of age online,0.151,https://api.spotify.com/v1/audio-analysis/1BH5f9RHwlcLR6h3fG9z4M,0.334,275318,0.652,1BH5f9RHwlcLR6h3fG9z4M,0.00442,6,0.0906,-6.268,0,0.0359,['tempo'],3,https://api.spotify.com/v1/tracks/1BH5f9RHwlcLR6h3fG9z4M,['type'],spotify:track:1BH5f9RHwlcLR6h3fG9z4M,0.26
24,coming of age online,0.04,https://api.spotify.com/v1/audio-analysis/0WQiDwKJclirSYG9v5tayI,0.523,244587,0.769,0WQiDwKJclirSYG9v5tayI,0.0,4,0.136,-5.855,1,0.0269,['tempo'],4,https://api.spotify.com/v1/tracks/0WQiDwKJclirSYG9v5tayI,['type'],spotify:track:0WQiDwKJclirSYG9v5tayI,0.876
25,coming of age online,0.52,https://api.spotify.com/v1/audio-analysis/1J2WmkS1Z18AuDWZCgIC5K,0.923,226680,0.518,1J2WmkS1Z18AuDWZCgIC5K,0.000142,5,0.104,-6.008,1,0.0492,['tempo'],4,https://api.spotify.com/v1/tracks/1J2WmkS1Z18AuDWZCgIC5K,['type'],spotify:track:1J2WmkS1Z18AuDWZCgIC5K,0.682
26,coming of age online,0.979,https://api.spotify.com/v1/audio-analysis/1D39ZETXfcAFYaGruPHEzB,0.682,401426,0.0827,1D39ZETXfcAFYaGruPHEzB,0.384,2,0.125,-22.895,1,0.0413,['tempo'],4,https://api.spotify.com/v1/tracks/1D39ZETXfcAFYaGruPHEzB,['type'],spotify:track:1D39ZETXfcAFYaGruPHEzB,0.299
27,coming of age online,0.94,https://api.spotify.com/v1/audio-analysis/33kKcOJoyNduHwXhEnga8X,0.585,139467,0.0859,33kKcOJoyNduHwXhEnga8X,0.0,6,0.16,-11.478,0,0.0484,['tempo'],4,https://api.spotify.com/v1/tracks/33kKcOJoyNduHwXhEnga8X,['type'],spotify:track:33kKcOJoyNduHwXhEnga8X,0.12
28,coming of age online,0.278,https://api.spotify.com/v1/audio-analysis/3l14MJpQB4tFFgKLqUqtV3,0.63,283747,0.752,3l14MJpQB4tFFgKLqUqtV3,0.0226,0,0.104,-7.218,1,0.0458,['tempo'],4,https://api.spotify.com/v1/tracks/3l14MJpQB4tFFgKLqUqtV3,['type'],spotify:track:3l14MJpQB4tFFgKLqUqtV3,0.201
29,coming of age online,0.923,https://api.spotify.com/v1/audio-analysis/2ndWbjiiNBEOrlfToKlABE,0.581,189400,0.163,2ndWbjiiNBEOrlfToKlABE,0.0,5,0.118,-14.686,1,0.0447,['tempo'],4,https://api.spotify.com/v1/tracks/2ndWbjiiNBEOrlfToKlABE,['type'],spotify:track:2ndWbjiiNBEOrlfToKlABE,0.475
30,coming of age online,0.39,https://api.spotify.com/v1/audio-analysis/0DoACS30GwIY6qaFjCMMUz,0.44,475093,0.446,0DoACS30GwIY6qaFjCMMUz,0.569,9,0.179,-9.928,1,0.031,['tempo'],4,https://api.spotify.com/v1/tracks/0DoACS30GwIY6qaFjCMMUz,['type'],spotify:track:0DoACS30GwIY6qaFjCMMUz,0.201
31,coming of age online,0.801,https://api.spotify.com/v1/audio-analysis/4CZqoUAQOD62IPkpN0SaQ6,0.505,380867,0.439,4CZqoUAQOD62IPkpN0SaQ6,0.0217,0,0.104,-9.952,1,0.0268,['tempo'],3,https://api.spotify.com/v1/tracks/4CZqoUAQOD62IPkpN0SaQ6,['type'],spotify:track:4CZqoUAQOD62IPkpN0SaQ6,0.0401
32,coming of age online,0.00907,https://api.spotify.com/v1/audio-analysis/75z2YLg5Lkqf6qL9XOY8tV,0.653,266347,0.818,75z2YLg5Lkqf6qL9XOY8tV,0.225,5,0.0703,-8.125,1,0.0471,['tempo'],4,https://api.spotify.com/v1/tracks/75z2YLg5Lkqf6qL9XOY8tV,['type'],spotify:track:75z2YLg5Lkqf6qL9XOY8tV,0.198
33,coming of age online,0.202,https://api.spotify.com/v1/audio-analysis/0AHINsVlQQH5w9kXqvyNod,0.5,259480,0.789,0AHINsVlQQH5w9kXqvyNod,0.123,9,0.111,-6.455,1,0.0278,['tempo'],4,https://api.spotify.com/v1/tracks/0AHINsVlQQH5w9kXqvyNod,['type'],spotify:track:0AHINsVlQQH5w9kXqvyNod,0.481
34,coming of age online,0.298,https://api.spotify.com/v1/audio-analysis/10ApP6mihZER0P89qeQFxK,0.628,291907,0.461,10ApP6mihZER0P89qeQFxK,0.00139,5,0.105,-8.185,1,0.0279,['tempo'],4,https://api.spotify.com/v1/tracks/10ApP6mihZER0P89qeQFxK,['type'],spotify:track:10ApP6mihZER0P89qeQFxK,0.174
35,coming of age online,0.69,https://api.spotify.com/v1/audio-analysis/4cFMT3DwTYChrjBT71hqGy,0.676,215560,0.671,4cFMT3DwTYChrjBT71hqGy,0.183,2,0.138,-7.636,1,0.027,['tempo'],4,https://api.spotify.com/v1/tracks/4cFMT3DwTYChrjBT71hqGy,['type'],spotify:track:4cFMT3DwTYChrjBT71hqGy,0.549
36,coming of age online,0.54,https://api.spotify.com/v1/audio-analysis/26yoPdmJ5K44quYeTzxcsT,0.751,207667,0.527,26yoPdmJ5K44quYeTzxcsT,0.00066,5,0.0978,-10.933,1,0.0274,['tempo'],4,https://api.spotify.com/v1/tracks/26yoPdmJ5K44quYeTzxcsT,['type'],spotify:track:26yoPdmJ5K44quYeTzxcsT,0.708
37,coming of age online,0.744,https://api.spotify.com/v1/audio-analysis/73wwgXHDgUkF5foFy3oyuU,0.597,241773,0.303,73wwgXHDgUkF5foFy3oyuU,0.137,2,0.139,-15.028,1,0.0251,['tempo'],4,https://api.spotify.com/v1/tracks/73wwgXHDgUkF5foFy3oyuU,['type'],spotify:track:73wwgXHDgUkF5foFy3oyuU,0.324
38,coming of age online,0.834,https://api.spotify.com/v1/audio-analysis/5zH3lHnpBOXviap9ipE1oQ,0.439,347933,0.282,5zH3lHnpBOXviap9ipE1oQ,0.0,3,0.123,-11.068,1,0.085,['tempo'],4,https://api.spotify.com/v1/tracks/5zH3lHnpBOXviap9ipE1oQ,['type'],spotify:track:5zH3lHnpBOXviap9ipE1oQ,0.319
39,coming of age online,0.0349,https://api.spotify.com/v1/audio-analysis/7zkDEBSxkcBVsStS4qBFpK,0.635,241547,0.786,7zkDEBSxkcBVsStS4qBFpK,0.00767,0,0.497,-6.46,1,0.0377,['tempo'],4,https://api.spotify.com/v1/tracks/7zkDEBSxkcBVsStS4qBFpK,['type'],spotify:track:7zkDEBSxkcBVsStS4qBFpK,0.305
40,coming of age online,0.196,https://api.spotify.com/v1/audio-analysis/5eUS6rHmHP5T1A3zZwyG50,0.571,233587,0.647,5eUS6rHmHP5T1A3zZwyG50,0.0,2,0.0802,-6.079,1,0.0532,['tempo'],4,https://api.spotify.com/v1/tracks/5eUS6rHmHP5T1A3zZwyG50,['type'],spotify:track:5eUS6rHmHP5T1A3zZwyG50,0.649
41,coming of age online,0.111,https://api.spotify.com/v1/audio-analysis/1CZw0Lymzi2Lvy1XZ6rXh5,0.692,195733,0.717,1CZw0Lymzi2Lvy1XZ6rXh5,0.00123,0,0.044,-4.226,1,0.0498,['tempo'],4,https://api.spotify.com/v1/tracks/1CZw0Lymzi2Lvy1XZ6rXh5,['type'],spotify:track:1CZw0Lymzi2Lvy1XZ6rXh5,0.973
42,coming of age online,0.843,https://api.spotify.com/v1/audio-analysis/2Pq8yUkGmV5MyjzDXTsYav,0.853,214707,0.515,2Pq8yUkGmV5MyjzDXTsYav,0.0652,2,0.127,-7.134,1,0.0418,['tempo'],4,https://api.spotify.com/v1/tracks/2Pq8yUkGmV5MyjzDXTsYav,['type'],spotify:track:2Pq8yUkGmV5MyjzDXTsYav,0.751
43,coming of age online,0.293,https://api.spotify.com/v1/audio-analysis/3BsNxZnM79oJPjhCdUDab9,0.658,243000,0.463,3BsNxZnM79oJPjhCdUDab9,0.57,0,0.175,-6.251,1,0.0365,['tempo'],4,https://api.spotify.com/v1/tracks/3BsNxZnM79oJPjhCdUDab9,['type'],spotify:track:3BsNxZnM79oJPjhCdUDab9,0.882
44,coming of age online,0.209,https://api.spotify.com/v1/audio-analysis/3iOMThZS40mazWuny8zvXX,0.504,361373,0.815,3iOMThZS40mazWuny8zvXX,0.0513,6,0.0838,-6.967,1,0.332,['tempo'],4,https://api.spotify.com/v1/tracks/3iOMThZS40mazWuny8zvXX,['type'],spotify:track:3iOMThZS40mazWuny8zvXX,0.842
45,coming of age online,0.913,https://api.spotify.com/v1/audio-analysis/1ZcI6ZPRjKhuF2fhxTCRGD,0.272,105360,0.238,1ZcI6ZPRjKhuF2fhxTCRGD,0.0194,10,0.115,-11.119,1,0.0402,['tempo'],3,https://api.spotify.com/v1/tracks/1ZcI6ZPRjKhuF2fhxTCRGD,['type'],spotify:track:1ZcI6ZPRjKhuF2fhxTCRGD,0.363
46,coming of age online,0.705,https://api.spotify.com/v1/audio-analysis/6AY1M1akbsVaQN3ATVyzH7,0.647,237973,0.31,6AY1M1akbsVaQN3ATVyzH7,0.000723,4,0.1,-10.237,1,0.0372,['tempo'],4,https://api.spotify.com/v1/tracks/6AY1M1akbsVaQN3ATVyzH7,['type'],spotify:track:6AY1M1akbsVaQN3ATVyzH7,0.189
47,coming of age online,0.149,https://api.spotify.com/v1/audio-analysis/51DZ0wUocQ8sQfjnibXVcD,0.644,202667,0.811,51DZ0wUocQ8sQfjnibXVcD,0.000473,11,0.17,-7.774,1,0.0517,['tempo'],4,https://api.spotify.com/v1/tracks/51DZ0wUocQ8sQfjnibXVcD,['type'],spotify:track:51DZ0wUocQ8sQfjnibXVcD,0.817
48,coming of age online,0.395,https://api.spotify.com/v1/audio-analysis/7H71gZwWs3xPWnHM30NDUp,0.3,275307,0.449,7H71gZwWs3xPWnHM30NDUp,0.000456,8,0.137,-9.308,0,0.0306,['tempo'],4,https://api.spotify.com/v1/tracks/7H71gZwWs3xPWnHM30NDUp,['type'],spotify:track:7H71gZwWs3xPWnHM30NDUp,0.364
49,coming of age online,0.946,https://api.spotify.com/v1/audio-analysis/2OIIur6XNJFJK7UgUdkjvq,0.48,203880,0.0631,2OIIur6XNJFJK7UgUdkjvq,0.0,0,0.0801,-11.913,1,0.0413,['tempo'],4,https://api.spotify.com/v1/tracks/2OIIur6XNJFJK7UgUdkjvq,['type'],spotify:track:2OIIur6XNJFJK7UgUdkjvq,0.159
50,coming of age online,0.0849,https://api.spotify.com/v1/audio-analysis/1b8Zlu3aMVxEbyeospYPrK,0.325,303387,0.46,1b8Zlu3aMVxEbyeospYPrK,3.6e-06,8,0.103,-7.226,1,0.0335,['tempo'],3,https://api.spotify.com/v1/tracks/1b8Zlu3aMVxEbyeospYPrK,['type'],spotify:track:1b8Zlu3aMVxEbyeospYPrK,0.206
51,coming of age online,0.189,https://api.spotify.com/v1/audio-analysis/6FV9xcL49P5jMdzyBDG9wY,0.542,213871,0.665,6FV9xcL49P5jMdzyBDG9wY,0.0,9,0.0934,-5.213,1,0.0692,['tempo'],4,https://api.spotify.com/v1/tracks/6FV9xcL49P5jMdzyBDG9wY,['type'],spotify:track:6FV9xcL49P5jMdzyBDG9wY,0.469
52,coming of age online,0.000679,https://api.spotify.com/v1/audio-analysis/4F95QW1wkAeMo3MK1tB8om,0.641,167352,0.853,4F95QW1wkAeMo3MK1tB8om,0.00628,6,0.0864,-5.669,1,0.0433,['tempo'],4,https://api.spotify.com/v1/tracks/4F95QW1wkAeMo3MK1tB8om,['type'],spotify:track:4F95QW1wkAeMo3MK1tB8om,0.683
53,coming of age online,0.0234,https://api.spotify.com/v1/audio-analysis/0YNjN8GzHJdz96fbSzUd21,0.357,188013,0.734,0YNjN8GzHJdz96fbSzUd21,0.0793,7,0.227,-5.605,1,0.0396,['tempo'],4,https://api.spotify.com/v1/tracks/0YNjN8GzHJdz96fbSzUd21,['type'],spotify:track:0YNjN8GzHJdz96fbSzUd21,0.841
54,coming of age online,0.00854,https://api.spotify.com/v1/audio-analysis/586XiUcGrYZQTrUR9lv5j6,0.718,206627,0.709,586XiUcGrYZQTrUR9lv5j6,0.00379,2,0.178,-5.013,1,0.139,['tempo'],4,https://api.spotify.com/v1/tracks/586XiUcGrYZQTrUR9lv5j6,['type'],spotify:track:586XiUcGrYZQTrUR9lv5j6,0.611
55,dance,0.182,https://api.spotify.com/v1/audio-analysis/02VBYrHfVwfEWXk5DXyf0T,0.586,242096,0.616,02VBYrHfVwfEWXk5DXyf0T,0.0,5,0.0927,-7.964,1,0.0324,['tempo'],4,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,['type'],spotify:track:02VBYrHfVwfEWXk5DXyf0T,0.719
56,dance,0.636,https://api.spotify.com/v1/audio-analysis/07ipXN6CNTw34qwSYePKpg,0.811,205792,0.447,07ipXN6CNTw34qwSYePKpg,0.0,4,0.462,-6.55,1,0.0414,['tempo'],4,https://api.spotify.com/v1/tracks/07ipXN6CNTw34qwSYePKpg,['type'],spotify:track:07ipXN6CNTw34qwSYePKpg,0.694
57,dance,0.00595,https://api.spotify.com/v1/audio-analysis/2WKJcMeqmjkL4FzFoJszR7,0.628,255181,0.649,2WKJcMeqmjkL4FzFoJszR7,0.0,5,0.25,-10.171,0,0.202,['tempo'],4,https://api.spotify.com/v1/tracks/2WKJcMeqmjkL4FzFoJszR7,['type'],spotify:track:2WKJcMeqmjkL4FzFoJszR7,0.476
58,dance,0.0727,https://api.spotify.com/v1/audio-analysis/6M4gIN2ULsHMjVy3fFIBhz,0.712,176253,0.699,6M4gIN2ULsHMjVy3fFIBhz,0.0,4,0.133,-6.213,0,0.0604,['tempo'],4,https://api.spotify.com/v1/tracks/6M4gIN2ULsHMjVy3fFIBhz,['type'],spotify:track:6M4gIN2ULsHMjVy3fFIBhz,0.572
59,dance,0.0145,https://api.spotify.com/v1/audio-analysis/2m6Ko3CY1qXNNja8AlugNc,0.559,220780,0.559,2m6Ko3CY1qXNNja8AlugNc,0.0,11,0.138,-6.425,1,0.0358,['tempo'],4,https://api.spotify.com/v1/tracks/2m6Ko3CY1qXNNja8AlugNc,['type'],spotify:track:2m6Ko3CY1qXNNja8AlugNc,0.338
60,dance,0.0153,https://api.spotify.com/v1/audio-analysis/07MDkzWARZaLEdKxo6yArG,0.773,162680,0.47,07MDkzWARZaLEdKxo6yArG,0.000193,2,0.0851,-7.93,1,0.0299,['tempo'],4,https://api.spotify.com/v1/tracks/07MDkzWARZaLEdKxo6yArG,['type'],spotify:track:07MDkzWARZaLEdKxo6yArG,0.399
61,dance,0.5,https://api.spotify.com/v1/audio-analysis/7rTbf1HtSdaS92YgPWWyND,0.809,204807,0.625,7rTbf1HtSdaS92YgPWWyND,0.0,5,0.155,-6.214,1,0.0817,['tempo'],4,https://api.spotify.com/v1/tracks/7rTbf1HtSdaS92YgPWWyND,['type'],spotify:track:7rTbf1HtSdaS92YgPWWyND,0.504
62,dance,0.0338,https://api.spotify.com/v1/audio-analysis/2AkLgC32I2v5zulaaQVHO4,0.871,222337,0.606,2AkLgC32I2v5zulaaQVHO4,0.0,4,0.178,-6.102,0,0.0439,['tempo'],4,https://api.spotify.com/v1/tracks/2AkLgC32I2v5zulaaQVHO4,['type'],spotify:track:2AkLgC32I2v5zulaaQVHO4,0.395
63,dance,0.123,https://api.spotify.com/v1/audio-analysis/2SJgwPonGSJlFm0Wfjn8cj,0.743,214263,0.654,2SJgwPonGSJlFm0Wfjn8cj,0.0,5,0.133,-6.173,1,0.0553,['tempo'],4,https://api.spotify.com/v1/tracks/2SJgwPonGSJlFm0Wfjn8cj,['type'],spotify:track:2SJgwPonGSJlFm0Wfjn8cj,0.447
64,dance,0.297,https://api.spotify.com/v1/audio-analysis/5SixeLvPsYpk7qq9lo5xYg,0.903,148779,0.535,5SixeLvPsYpk7qq9lo5xYg,0.0,9,0.345,-6.434,1,0.0742,['tempo'],4,https://api.spotify.com/v1/tracks/5SixeLvPsYpk7qq9lo5xYg,['type'],spotify:track:5SixeLvPsYpk7qq9lo5xYg,0.508
65,dance,0.451,https://api.spotify.com/v1/audio-analysis/4uTvPEr01pjTbZgl7jcKBD,0.747,182000,0.458,4uTvPEr01pjTbZgl7jcKBD,0.0,6,0.252,-6.891,1,0.303,['tempo'],4,https://api.spotify.com/v1/tracks/4uTvPEr01pjTbZgl7jcKBD,['type'],spotify:track:4uTvPEr01pjTbZgl7jcKBD,0.47
66,dance,0.233,https://api.spotify.com/v1/audio-analysis/6UqvKN9wgDiZ25SFAJE3Va,0.84,238576,0.859,6UqvKN9wgDiZ25SFAJE3Va,0.0,9,0.142,-4.28,0,0.129,['tempo'],4,https://api.spotify.com/v1/tracks/6UqvKN9wgDiZ25SFAJE3Va,['type'],spotify:track:6UqvKN9wgDiZ25SFAJE3Va,0.939
67,dance,0.228,https://api.spotify.com/v1/audio-analysis/726hyiwgeAWzrDrtB0cJQN,0.818,175339,0.729,726hyiwgeAWzrDrtB0cJQN,7.93e-05,11,0.0845,-6.377,0,0.127,['tempo'],4,https://api.spotify.com/v1/tracks/726hyiwgeAWzrDrtB0cJQN,['type'],spotify:track:726hyiwgeAWzrDrtB0cJQN,0.946
68,dance,0.229,https://api.spotify.com/v1/audio-analysis/0Snbzbd74RLfL0i4nn1vU5,0.611,211613,0.851,0Snbzbd74RLfL0i4nn1vU5,0.0,9,0.232,-2.982,1,0.0598,['tempo'],4,https://api.spotify.com/v1/tracks/0Snbzbd74RLfL0i4nn1vU5,['type'],spotify:track:0Snbzbd74RLfL0i4nn1vU5,0.823
69,dance,0.18,https://api.spotify.com/v1/audio-analysis/1UNs8AlFM8c0uAkSyjIW3P,0.758,177438,0.583,1UNs8AlFM8c0uAkSyjIW3P,5.12e-05,1,0.107,-6.361,1,0.0421,['tempo'],4,https://api.spotify.com/v1/tracks/1UNs8AlFM8c0uAkSyjIW3P,['type'],spotify:track:1UNs8AlFM8c0uAkSyjIW3P,0.797
70,dance,0.66,https://api.spotify.com/v1/audio-analysis/2Yer0p7uB2lVBUAtANuuQp,0.769,164640,0.479,2Yer0p7uB2lVBUAtANuuQp,0.0,1,0.0914,-5.339,1,0.0385,['tempo'],4,https://api.spotify.com/v1/tracks/2Yer0p7uB2lVBUAtANuuQp,['type'],spotify:track:2Yer0p7uB2lVBUAtANuuQp,0.803
71,dance,0.0103,https://api.spotify.com/v1/audio-analysis/2DEZmgHKAvm41k4J3R2E9Y,0.607,295177,0.829,2DEZmgHKAvm41k4J3R2E9Y,0.0,2,0.107,-4.074,1,0.379,['tempo'],4,https://api.spotify.com/v1/tracks/2DEZmgHKAvm41k4J3R2E9Y,['type'],spotify:track:2DEZmgHKAvm41k4J3R2E9Y,0.685
