,track_name,album_name,popularity,release_date,duration,artist_name
0,Sight,Atlas: II,34,2019-11-01,249555,Sleeping At Last
1,Joy,Atlas: II,32,2019-11-01,193725,Sleeping At Last
2,Here Comes The Sun,Live At The Cellar Door and at the Santa Monica Civic Auditorium,58,1972,254000,Richie Havens
