,track_name,album_name,popularity,release_date,duration,artist_name
0,Sex And Candy,"Lunch, Recess & Detention",57,2012-01-01,172486,Marcy Playground
1,The Only Moment We Were Alone,The Earth Is Not a Cold Dead Place,32,2003-11-04,614040,Explosions In The Sky
2,Man,good to know,40,2020-05-01,173760,JoJo
3,Breakfast In Bed,1-800-HIT-EAZY,36,2021-02-12,180937,Hitmaka
