,track_name,album_name,popularity,release_date,duration,artist_name
0,Breakfast In Bed,1-800-HIT-EAZY,36,2021-02-12,180937,Hitmaka
1,Hocus Pocus,Year One,39,2018-05-11,218363,Clark Beckham
2,Over (When We Said Goodbye),Cold Heart,45,2018-03-09,210586,Thirdstory
3,Good Kisser,Free Yourself Up,60,2018-05-04,218493,Lake Street Dive
4,Colors,Black Pumas,64,2019-06-21,246586,Black Pumas
5,Better Days,Better Days,44,2020-12-03,198600,Justin Timberlake
