playlist_name,artist_name,genres,artist_popularity
that new new country,Thomas Rhett,"['contemporary country', 'country', 'country road']",72
that new new country,Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']",70
that new new country,Old Dominion,"['contemporary country', 'country', 'country road']",66
that new new country,Thomas Rhett,"['contemporary country', 'country', 'country road']",72
that new new country,Thomas Rhett,"['contemporary country', 'country', 'country road']",72
that new new country,Kacey Musgraves,"['country dawn', 'pop', 'texas country']",69
that new new country,Maren Morris,"['contemporary country', 'country', 'pop', 'texas country']",72
that new new country,Maren Morris,"['contemporary country', 'country', 'pop', 'texas country']",72
that new new country,Maren Morris,"['contemporary country', 'country', 'pop', 'texas country']",72
that new new country,Thomas Rhett,"['contemporary country', 'country', 'country road']",72
that new new country,Jake Owen,"['contemporary country', 'country', 'country road']",63
that new new country,Brooks & Dunn,"['contemporary country', 'country', 'country road', 'country rock']",68
that new new country,Kacey Musgraves,"['country dawn', 'pop', 'texas country']",69
that new new country,Walker Hayes,"['contemporary country', 'country', 'country road', 'modern country rock']",66
that new new country,Matt Stell,"['arkansas country', 'contemporary country', 'country', 'country pop', 'country road']",53
that new new country,Josh Abbott Band,"['contemporary country', 'country', 'country road', 'modern country rock', 'red dirt', 'texas country']",58
when you realize you’re both in love,Ariana Grande,"['dance pop', 'pop']",88
when you realize you’re both in love,Allen Stone,"['neo mellow', 'neo soul', 'retro soul']",54
when you realize you’re both in love,Adekunle Gold,"['afropop', 'alte', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",62
when you realize you’re both in love,Kizz Daniel,"['afropop', 'azontobeats', 'nigerian pop']",65
when you realize you’re both in love,Bleachers,"['double drumming', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop']",63
when you realize you’re both in love,Fleetwood Mac,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",78
when you realize you’re both in love,Cody Simpson,"['australian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",55
when you realize you’re both in love,Tobe Nwigwe,"['christian hip hop', 'houston rap']",57
when you realize you’re both in love,Snoh Aalegra,"['alternative r&b', 'neo soul', 'r&b', 'scandinavian r&b', 'swedish soul']",65
when you realize you’re both in love,James Blake,"['electronica', 'indie soul', 'uk alternative pop']",65
jan '20,Jeremy Zucker,"['electropop', 'pop']",72
jan '20,The Kooks,"['brighton indie', 'modern rock', 'rock']",66
jan '20,Roddy Ricch,"['melodic rap', 'rap', 'trap']",81
jan '20,The Kooks,"['brighton indie', 'modern rock', 'rock']",66
jan '20,Ruel,"['australian alternative pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",67
jan '20,Afro Nation,,28
jan '20,Bisa Kdei,"['afro dancehall', 'afropop', 'azontobeats', 'ghanaian hip hop', 'ghanaian pop']",43
jan '20,Adekunle Gold,"['afropop', 'alte', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",62
jan '20,Sea Wolf,"['chamber pop', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'stomp and holler']",44
jan '20,Harry Styles,['pop'],89
jan '20,OLY,,28
jan '20,Nina Soro,,21
jan '20,Champagne Lane,['atlanta indie'],33
jan '20,Aaron Tveit,"['broadway', 'hollywood', 'show tunes']",53
jan '20,The Head And The Heart,"['folk-pop', 'indie folk', 'seattle indie', 'stomp and holler']",62
jan '20,Justin Bieber,"['canadian pop', 'pop']",89
jan '20,Harry Styles,['pop'],89
jan '20,Taylor Swift,['pop'],100
summer2019,Maren Morris,"['contemporary country', 'country', 'pop', 'texas country']",72
summer2019,Bethany Dillon,"['ccm', 'christian alternative rock', 'christian music', 'worship']",33
summer2019,Jim Croce,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",64
summer2019,Natalia Lafourcade,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'veracruz indie']",72
summer2019,Los Macorinos,,57
summer2019,Maren Morris,"['contemporary country', 'country', 'pop', 'texas country']",72
summer2019,Matt Stell,"['arkansas country', 'contemporary country', 'country', 'country pop', 'country road']",53
summer2019,Natalia Lafourcade,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'veracruz indie']",72
summer2019,Los Macorinos,,57
summer2019,Sampha,['indie soul'],63
summer2019,Thomas Rhett,"['contemporary country', 'country', 'country road']",72
summer2019,Jonas Brothers,"['boy band', 'dance pop', 'pop', 'post-teen pop']",75
summer2019,Jonas Brothers,"['boy band', 'dance pop', 'pop', 'post-teen pop']",75
summer2019,Noah Kahan,['pop'],75
summer2019,Becky G,"['dance pop', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']",78
summer2019,Myke Towers,"['reggaeton', 'trap latino']",84
summer2019,Bruno Mars,"['dance pop', 'pop']",87
summer2019,Alec Benjamin,"['alt z', 'electropop', 'pop']",76
summer2019,Chyno Miranda,['pop reggaeton'],46
summer2019,Mau y Ricky,"['latin pop', 'pop venezolano', 'reggaeton', 'trap latino']",73
Angola 70's,Artur Nunes,['semba'],17
Angola 70's,Artur Nunes,['semba'],17
Angola 70's,Africa Show,['semba'],1
Angola 70's,Teta Lando,['semba'],17
Angola 70's,David Zé,['semba'],14
Angola 70's,Sofia Rosa,['semba'],1
Angola 70's,Urbano de Castro,['semba'],9
Angola 70's,David Zé,['semba'],14
Angola 70's,Artur Nunes,['semba'],17
Angola 70's,Legalize,,4
Angola 70's,David Zé,['semba'],14
Angola 70's,Banda Maravilha,['semba'],7
Angola 70's,David Zé,['semba'],14
Angola 70's,Artur Nunes,['semba'],17
Angola 70's,António Paulino,['semba'],5
Angola 70's,MCK,,19
Angola 70's,Artur Nunes,['semba'],17
Angola 70's,Bangão,['semba'],16
Angola 70's,David Zé,['semba'],14
Angola 70's,Paulo Flores,"['kizomba antigas', 'musica angolana', 'semba']",32
Angola 70's,Sofia Rosa,['semba'],1
Angola 70's,Os Kiezos,['semba'],15
Angola 70's,Luiz Visconde,['semba'],2
Angola 70's,DJ Dias Rodrigues,"['kizomba', 'musica angolana']",22
Angola 70's,Guilherme Silva,,1
Angola 70's,Paulo Flores,"['kizomba antigas', 'musica angolana', 'semba']",32
Angola 70's,Paulo Flores,"['kizomba antigas', 'musica angolana', 'semba']",32
Angola 70's,David Zé,['semba'],14
Angola 70's,Urbano de Castro,['semba'],9
Angola 70's,António Paulino,['semba'],5
Angola 70's,Livongh,['musica angolana'],17
Angola 70's,Matias Damásio,"['kizomba', 'musica angolana', 'portuguese pop', 'semba']",49
Angola 70's,Sofia Rosa,['semba'],1
Angola 70's,Bonga,"['afropop', 'semba', 'world']",46
Angola 70's,Africa Tentaçao,['musica cabo-verdiana'],6
Angola 70's,Paulo Flores,"['kizomba antigas', 'musica angolana', 'semba']",32
Angola 70's,Oscar Neves,['semba'],4
Angola 70's,Yuri da Cunha,"['kizomba', 'musica angolana', 'semba']",32
Angola 70's,Paulo Flores,"['kizomba antigas', 'musica angolana', 'semba']",32
Angola 70's,Ildo Lobo,['morna'],22
Angola 70's,Amália Rodrigues,"['fado', 'fado antigo', 'fado de coimbra']",42
Angola 70's,Sofia Rosa,['semba'],1
Angola 70's,David Zé,['semba'],14
Angola 70's,António dos Santos,['fado'],11
Angola 70's,Ildo Lobo,['morna'],22
Angola 70's,Ildo Lobo,['morna'],22
Angola 70's,Bana,"['cape verdean folk', 'morna', 'musica cabo-verdiana']",28
Angola 70's,Bana,"['cape verdean folk', 'morna', 'musica cabo-verdiana']",28
Angola 70's,Ildo Lobo,['morna'],22
Angola 70's,Bonga,"['afropop', 'semba', 'world']",46
Angola 70's,Paulo Flores,"['kizomba antigas', 'musica angolana', 'semba']",32
4/12/19,United Pursuit,"['anthem worship', 'ccm', 'deep ccm', 'world worship', 'worship']",53
4/12/19,Will Reagan,"['anthem worship', 'ccm', 'deep ccm', 'indiecoustica', 'world worship', 'worship']",51
4/12/19,Rivers & Robots,"['ambient worship', 'christian pop']",44
4/12/19,John Ward,,15
4/12/19,Kings (MHM),['christian indie'],29
4/12/19,Citizens,"['anthem worship', 'ccm', 'christian indie', 'christian pop', 'christian rock', 'indiecoustica', 'roots worship', 'worship']",46
4/12/19,Kings Kaleidoscope,"['ccm', 'christian uplift', 'indiecoustica', 'roots worship']",53
4/12/19,Madison Cunningham,"['indie folk', 'indie pop', 'pop folk']",52
4/12/19,Madison Cunningham,"['indie folk', 'indie pop', 'pop folk']",52
4/12/19,Steffany Gretzinger,"['ccm', 'instrumental worship', 'world worship', 'worship']",58
4/12/19,Phil Wickham,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'world worship', 'worship']",64
4/12/19,Liz Vice,['portland hip hop'],38
4/12/19,Liz Vice,['portland hip hop'],38
4/12/19,Josh Garrels,"['acoustic pop', 'christian indie', 'indiecoustica', 'indy indie', 'roots worship', 'stomp and holler']",52
4/12/19,Lauren Daigle,"['ccm', 'christian alternative rock', 'christian music', 'worship']",67
4/12/19,Stars Go Dim,"['ccm', 'christian pop']",45
4/12/19,Roo Panes,"['british singer-songwriter', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",55
4/12/19,Leon Bridges,['modern blues'],71
4/12/19,Sleeping At Last,"['ambient worship', 'chamber pop', 'pop']",69
4/12/19,Nina Simone,"['jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",67
4/12/19,Sleeping At Last,"['ambient worship', 'chamber pop', 'pop']",69
4/12/19,Sleeping At Last,"['ambient worship', 'chamber pop', 'pop']",69
4/12/19,Josh Garrels,"['acoustic pop', 'christian indie', 'indiecoustica', 'indy indie', 'roots worship', 'stomp and holler']",52
4/12/19,Josh Garrels,"['acoustic pop', 'christian indie', 'indiecoustica', 'indy indie', 'roots worship', 'stomp and holler']",52
4/12/19,Victory,,33
4/12/19,Mack Brock,"['anthem worship', 'ccm', 'christian pop', 'world worship']",46
4/12/19,Amanda Cook,"['anthem worship', 'canadian ccm']",53
4/12/19,Chance the Rapper,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",74
4/12/19,MILCK,['la pop'],40
4/12/19,The Zombies,"['baroque pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",58
4/12/19,Citizens,"['anthem worship', 'ccm', 'christian indie', 'christian pop', 'christian rock', 'indiecoustica', 'roots worship', 'worship']",46
Current Plane Playlist,James Blake,"['electronica', 'indie soul', 'uk alternative pop']",65
Current Plane Playlist,Sara Bareilles,"['acoustic pop', 'hollywood', 'lilith', 'neo mellow', 'pop', 'pop rock']",65
Current Plane Playlist,Sara Bareilles,"['acoustic pop', 'hollywood', 'lilith', 'neo mellow', 'pop', 'pop rock']",65
Current Plane Playlist,Kings Kaleidoscope,"['ccm', 'christian uplift', 'indiecoustica', 'roots worship']",53
Current Plane Playlist,Tom Petty,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",67
Current Plane Playlist,Mumford & Sons,"['modern folk rock', 'stomp and holler', 'uk americana']",71
Current Plane Playlist,India.Arie,"['high vibe', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",54
Current Plane Playlist,Vampire Weekend,"['baroque pop', 'indie rock', 'modern rock', 'rock']",64
Current Plane Playlist,Mumford & Sons,"['modern folk rock', 'stomp and holler', 'uk americana']",71
Current Plane Playlist,Mumford & Sons,"['modern folk rock', 'stomp and holler', 'uk americana']",71
Current Plane Playlist,Mumford & Sons,"['modern folk rock', 'stomp and holler', 'uk americana']",71
Current Plane Playlist,The Avett Brothers,"['indie folk', 'new americana', 'north carolina indie', 'north carolina roots', 'progressive bluegrass', 'stomp and holler']",60
Current Plane Playlist,Bright Eyes,"['chamber pop', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",57
Current Plane Playlist,Dermot Kennedy,"['folk-pop', 'irish pop', 'pop']",74
Current Plane Playlist,Dermot Kennedy,"['folk-pop', 'irish pop', 'pop']",74
Current Plane Playlist,Hozier,"['irish singer-songwriter', 'pop']",77
Current Plane Playlist,Lake Street Dive,"['boston rock', 'new americana']",60
Current Plane Playlist,Panic! At The Disco,['modern rock'],77
Current Plane Playlist,Eloise,['bedroom soul'],55
Current Plane Playlist,Thirdstory,['nyc pop'],44
Current Plane Playlist,Sammy Rae & The Friends,"['indie pop', 'nyc pop']",54
Current Plane Playlist,Sammy Rae & The Friends,"['indie pop', 'nyc pop']",54
Current Plane Playlist,Sammy Rae & The Friends,"['indie pop', 'nyc pop']",54
Current Plane Playlist,Camilo,"['colombian pop', 'reggaeton colombiano']",80
Current Plane Playlist,Ariana Grande,"['dance pop', 'pop']",88
Current Plane Playlist,Ludo,['tulsa indie'],44
Current Plane Playlist,WILLOW,"['afrofuturism', 'pop', 'post-teen pop']",74
Current Plane Playlist,Travis Barker,['rap rock'],70
Current Plane Playlist,Finding ‘Ohana Cast,,6
Current Plane Playlist,Ben Platt,"['hollywood', 'pop', 'show tunes']",64
Introducing:,Chance the Rapper,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",74
Introducing:,Nina Simone,"['jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",67
Introducing:,Jamila Woods,"['afrofuturism', 'alternative r&b', 'escape room', 'indie soul']",51
Introducing:,Sleeping At Last,"['ambient worship', 'chamber pop', 'pop']",69
Introducing:,Dermot Kennedy,"['folk-pop', 'irish pop', 'pop']",74
Introducing:,MILCK,['la pop'],40
Introducing:,Josh Garrels,"['acoustic pop', 'christian indie', 'indiecoustica', 'indy indie', 'roots worship', 'stomp and holler']",52
Introducing:,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
florence,Kevin Penkin,['anime score'],53
N/A,Daryl Hall & John Oates,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",71
N/A,Daryl Hall & John Oates,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",71
N/A,Daryl Hall & John Oates,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",71
N/A,The Kinks,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",64
N/A,The Who,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock']",67
N/A,The Who,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock']",67
N/A,Lou Reed,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'psychedelic rock', 'rock', 'singer-songwriter']",61
N/A,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",82
N/A,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
N/A,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",82
N/A,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",82
N/A,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",82
N/A,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",82
N/A,Dire Straits,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",74
N/A,The Police,"['album rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock']",74
N/A,Bruce Springsteen,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",75
N/A,Bruce Springsteen,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",75
N/A,John Mellencamp,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",65
N/A,Tom Petty,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",67
N/A,Elton John,"['glam rock', 'mellow gold', 'piano rock']",83
N/A,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",82
N/A,The Rolling Stones,"['british invasion', 'classic rock', 'rock']",77
N/A,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",82
N/A,The Who,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock']",67
N/A,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",78
N/A,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",78
N/A,Cream,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'supergroup']",61
N/A,Jimi Hendrix,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",70
N/A,Jimi Hendrix,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",70
N/A,Jimi Hendrix,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",70
N/A,Jimi Hendrix,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",70
N/A,The Beach Boys,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",71
N/A,Eric Clapton,"['blues rock', 'classic rock', 'electric blues', 'rock']",70
N/A,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",82
N/A,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",78
N/A,Queen,"['classic rock', 'glam rock', 'rock']",84
N/A,Queen,"['classic rock', 'glam rock', 'rock']",84
N/A,David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",76
N/A,Queen,"['classic rock', 'glam rock', 'rock']",84
N/A,The Smiths,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",75
N/A,The Cure,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",74
N/A,Pixies,"['alternative rock', 'boston rock', 'modern rock', 'permanent wave', 'rock']",70
N/A,The Turtles,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock']",58
N/A,Johnny Cash,"['arkansas country', 'outlaw country']",73
N/A,Johnny Cash,"['arkansas country', 'outlaw country']",73
N/A,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",76
N/A,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",76
N/A,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",76
N/A,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",82
N/A,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",82
N/A,The Who,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock']",67
Roo Panes,Roo Panes,"['british singer-songwriter', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",55
Roo Panes,Roo Panes,"['british singer-songwriter', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",55
Roo Panes,Roo Panes,"['british singer-songwriter', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",55
Roo Panes,Roo Panes,"['british singer-songwriter', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",55
Roo Panes,Roo Panes,"['british singer-songwriter', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",55
Roo Panes,Roo Panes,"['british singer-songwriter', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",55
Roo Panes,Roo Panes,"['british singer-songwriter', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",55
Roo Panes,Roo Panes,"['british singer-songwriter', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",55
Roo Panes,Roo Panes,"['british singer-songwriter', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",55
Roo Panes,Roo Panes,"['british singer-songwriter', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",55
Roo Panes,Roo Panes,"['british singer-songwriter', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",55
summer2018,Drew Holcomb & The Neighbors,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']",56
summer2018,Andrea Marie,['deep ccm'],34
summer2018,Josh Garrels,"['acoustic pop', 'christian indie', 'indiecoustica', 'indy indie', 'roots worship', 'stomp and holler']",52
summer2018,Josh Garrels,"['acoustic pop', 'christian indie', 'indiecoustica', 'indy indie', 'roots worship', 'stomp and holler']",52
summer2018,Brooke Fraser,"['nz christian', 'nz pop', 'worship']",44
summer2018,John Mayer,"['neo mellow', 'singer-songwriter']",76
summer2018,Bruno Major,['pop'],66
summer2018,Josh Garrels,"['acoustic pop', 'christian indie', 'indiecoustica', 'indy indie', 'roots worship', 'stomp and holler']",52
summer2018,Andrea Marie,['deep ccm'],34
summer2018,Josh Garrels,"['acoustic pop', 'christian indie', 'indiecoustica', 'indy indie', 'roots worship', 'stomp and holler']",52
summer2018,The Oh Hellos,"['folk-pop', 'indie pop', 'san marcos tx indie', 'shimmer pop', 'stomp and holler']",61
summer2018,Mumford & Sons,"['modern folk rock', 'stomp and holler', 'uk americana']",71
summer2018,Andrea Marie,['deep ccm'],34
